,original,paraphrase,similar
161,"سمي الألبوم ""Loose"" الذي يعني بالعربية ""حرة"" بشكل عفوي أثناء عملية تسجيل وإعداد الألبوم، ويعتبر قرار تسميته بهذا الاسم قراراً ذكياً، فقد ساعد العنوان على انتشار الألبوم حول العالم.",أول مسبار فضائي يزور عطارد كان Mariner 10 ، الذي أسقط خرائط 45٪ من سطح الكوكب من 1974 إلى 1975 ، والثاني كان مسبار Messinger الذي أضاف 30٪ من الخرائط إلى الكوكب عندما مر بالقرب منه. في 14 يناير 2008.,False
363,ومن منهج المصنف في الكتاب أنه يذكر اسم العلم المترجم له، ونسبه، وإسلامه، ومآثره، وما ورد في فضله في ترجمة مطولة، وقد بلغ عدد الأعلام المترجم لهم 4725 علمًا، ويُعد هذا الكتاب من أقدم الكتب التي وصلت إلينا من كتب التواريخ الجامعة لرواة السنة النبوية من ثقات وضعفاء، وهو مرتب على الطبقات، وقد تكلم على الرواة جرحًا وتعديلًا.,وقد ورد في الكتاب اسم العلم المترجم له ونسبه وإسلامه ومآثره وما ورد في مزاياه في ترجمة مطولة.,True
257,ولا يمكن رؤية عطارد في وهج النهار إلا (للراصدين المحترفين) وأثناءالكسوف الكلي للشمس، ووقت عبوره من أمام قرصها؛ الحدث الذي يتكرر 13 مرة كل قرن، وحدث آخر مرة يوم 11 تشرين ثاني/ نوفمبر 2019، وسيحدث المرة المقبلة عام 2032.,يمكن للمراقبين المحترفين فقط رؤية عطارد في النهار وأثناء الكسوف الكلي للشمس ، وكذلك الوقت الذي مر فيه أمام قرصه ، وآخر مرة حدث في 11 نوفمبر 2019.,True
286,يلجأ العلماء إلى كثافة عطارد لتحديد بنيته الداخلية، حيث يقولون أنه بسبب حجم الكوكب الصغير وعدم انضغاط مكوناته الداخلية، فإنه لا بد من أن تكون نواته ضخمة الحجم ومكونة بمعظمها من الحديد.يرجع تاريخ رصد عطارد إلى الألفية الأولى قبل الميلاد.,تُستخدم كثافة عطارد لتحديد الهيكل الداخلي للكوكب الصغير ، والذي يتكون في الغالب من الحديد.,True
427,وتصحب التغيُّرات الخارجيَّة تغيُّراتٌ داخليَّةٌ أيضًا يتحوَّلُ فرخُ البرمائيّ فيها، باستثناء بعض الأنواع الأرضيَّة من الضفادع والسَّمادر، من التنفُّس بِالخياشيم إلى التنفُّس بِالرئتين.,نالت الرواية المديح.,False
106,فبدأ بالتحضير لمواجهة التتار، فقام بترتيب البيت الداخلي لمصر وقمع ثورات الطامعين بالحكم، ثم أصدر عفواً عاماً عن المماليك الهاربين من مصر بعد مقتل فارس الدين أقطاي بمن فيهم بيبرس، ثم طلب من العز بن عبد السلام إصدار فتوى تُشرع له جمع الضرائب على سكان مصر بعد أن واجهته أزمة اقتصادية عجز من خلالها عن تجهيز الجيش، وكان له ما أراد وأصدر العز بن عبد السلام فتوى تجيز جمع الضرائب بشروطٍ خاصة ومحددة، ما إن انتهى قطز من تجهيز الجيش حتى سار به من منطقة الصالحية شرق مصر حتى وصل إلى سهل عين جالوت الذي يقع تقريباً بين مدينة بيسان شمالاً ومدينة نابلس جنوباً في فلسطين، وفيها تواجه الجيشان الإسلامي والمغولي، وكانت الغلبة للمسلمين، واستطاع الآلاف من المغول الهرب من المعركة واتجهوا قرب بيسان، وعندها وقعت المعركة الحاسمة وانتصر المسلمون انتصاراً عظيماً، وأُبيد جيش المغول بأكمله.كان لمعركة عين جالوت أثراً عظيماً في تغيير موازين القوة بين القوى العظمى المتصارعة في منطقة الشام، فقد تسببت خسارة المغول في المعركة من تحجيم قوتهم، فلم يستطع القائد المغولي هولاكو الذي كان مستقراً في تبريز من التفكير بإعادة احتلال الشام مرةً أخرى، وكان أقصى ما فعله رداً على هزيمة قائده كتبغا هو إرسال حملة انتقامية أغارت على حلب.,يعتبر رئيس الدولة هو رئيس الحكومة وللمجلس التشريعي سلطة إصدار القوانين في البلاد.,False
111,"معركة كربلاء وتسمى أيضاً واقعة الطف هي معركة وقعت على ثلاثة أيام وختمت في 10 محرم سنة 61 للهجرة والذي يوافق 12 أكتوبر 680م، وكانت بين الحسين بن علي بن أبي طالب ابن بنت النبي محمد، الذي أصبح المسلمون يطلقون عليه لقب ""سيد الشهداء"" بعد انتهاء المعركة، ومعه أهل بيته وأصحابه، وجيش تابع ليزيد بن معاوية.",دارت معركة كربلاء ، المعروفة أيضًا باسم حادثة طاف ، على مدى ثلاثة أيام واختتمت في 12 أكتوبر 680 م.,True
238,فيما تستعمل اللغات التي لم تعرف الكوكب باسم محدد الاسم اللاتيني ميركوري (تلفظ ‎[ /ˈmɜrkjəri/]‏) في اللاتينية نسبة لإله التجارة الروماني.,الاسم اللاتيني عطارد هو إشارة إلى إله التجارة الروماني.,True
245,يبلغ قطره حوالي 4880 كلم وكتلته 0.055 من كتلة الأرض ويتم دورته حول الشمس خلال 87.969 يوم.,الفقيه الأصولي حسن النية.,False
313,وهكذا أخذت صُورة الوضع السياسي لِلدولة الإسلاميَّة الجديدة في الأندلُس تتوضَّح تحت حُكم مُحمَّدِ بن الأحمر، الذي اتخذ غرناطة عاصمةً لهُ بدلاً من جيَّان التي كانت واقعةً تحت تهديد النصارى المُستمر.,تستخدم البرمائيات جلودها كنظام تنفسي ثانوي ، وتعتمد بعض الأنواع على التنفس من جلودها بسبب نقص الرئتين.,False
467,"يصلُ عدد أنواع البرمائيَّات المُعاصرة إلى حوالي 8,000 نوعٍ، تُشكِّلُ الضفادع ما نسبته 90% منها.",أخرج جاري روس وشارك كولينز في كتابة وإنتاج فيلم مقتبس عن الرواية التي تحمل الاسم نفسه.,False
219,وجمهورية الصين واحدة من النمور الآسيوية الأربعة ويحتل اقتصادها المركز السادس والعشرين على مستوى العالم.,يعد قصر الحمراء من أروع المعالم المعمارية في العالم ومن أبرز المعالم الثقافية في هذه المملكة.,False
188,ومع نهاية الحرب العالمية الثانية واستسلام اليابان قامت الصين بضم مجموعة جزر تايوان وبسكادورز إلى حكمها.,بعد انهيار الدولة التوحيدية في المغرب والأندلس ، سقطت المدن الأندلسية الكبرى في أيدي المسيحيين ، وكان الإسلام والمسلمون في خطر الزوال ، رد محمد بن الأحمر على الفتوحات المسيحية بإنشاء مملكة غرناطة. .,False
240,فيما تستعمل اللغات التي لم تعرف الكوكب باسم محدد الاسم اللاتيني ميركوري (تلفظ ‎[ /ˈmɜrkjəri/]‏) في اللاتينية نسبة لإله التجارة الروماني.,يعد قصر الحمراء من أروع المعالم المعمارية في العالم ، وهو من أبرز المعالم الثقافية في هذه المملكة.,False
474,أصغر البرمائيَّات (والفقاريَّات عُمومًا) هو الضُفيدع الأماوي (باللاتينية: Paedophryne amauensis) من غينيا الجديدة، البالغ طوله 7.7 مليمترات (0.30 إنشًا)، أمَّا أضخمها فهو السمندر الصيني الجنوبي العملاق (باللاتينية: Andrias sligoi) البالغ طوله 1.8 أمتار.,دارت معركة كربلاء ، المعروفة أيضًا باسم حادثة طاف ، على مدى ثلاثة أيام واختتمت في 12 أكتوبر 680 م.,False
160,"سمي الألبوم ""Loose"" الذي يعني بالعربية ""حرة"" بشكل عفوي أثناء عملية تسجيل وإعداد الألبوم، ويعتبر قرار تسميته بهذا الاسم قراراً ذكياً، فقد ساعد العنوان على انتشار الألبوم حول العالم.","كان قرارًا ذكيًا تسمية الألبوم ""فضفاض"" ، حيث ساعد في انتشار الألبوم حول العالم.",True
348,790هـ/1388م) الفقيه الأصولي المجتهد.,الفقيه الاصولي اليقظ.,True
254,يتغير الحضيض في مدار عطارد في حركته البدارية بمعدل 43 دقيقة قوسية في كل قرن، وشُرح ذلك من خلال النظرية النسبية العامة لألبرت أينشتاين في مطلع القرن العشرين.يظهر عطارد بشكل متألق عندما يراه الناظر من الأرض، ويتراوح القدر الظاهري له بين -2.3 إلى 5.7، لكن ليس من السهل رؤيته من خطوط العرض المرتفعةـ في حين يمكن رؤيته من خطوط العرض المتوسطة والدنيا، وخصوصا عندما يكون في الاستطالة العظمى له بالنسبة إلى الشمس والتي تبلغ 28.3 درجة قبل الفجر أو بعد غروب الشمس، ويمكن معرفة مواعيدها من خلال مواقع الإنترنت المختلفة.,تنص النظرية النسبية العامة لألبرت أينشتاين على أن حركة عطارد تتغير بمعدل 43 قوسًا دقيقة لكل قرن.,True
251,لعطارد أعلى قيمة للشذوذ المداري من بين جميع كواكب المجموعة الشمسية، ولديه أصغر ميل محوري من بين هذه الكواكب وهو يكمل ثلاث دورات حول محوره لكل دورتين مداريتين.,يعتبر كتاب الطبقات الكبير مرجعاً في السيرة النبوية وترجماتها وتاريخها ، حيث تناول مؤلفه السيرة النقية النقية ، وعرض الفتوى في المدينة المنورة ، وجمع القرآن الكريم.,False
184,وعند نشأتها عام 1912 سيطرت جمهورية الصين على معظم أجزاء البر الصيني ومنغوليا.,استولت جمهورية الصين على معظم أراضي الصين في عام 1912.,True
345,ومن أبرز المعالم الحضاريَّة في هذه المملكة قلعة ومسجد وقصر الحمراء الذي يُعد أحد أروع المعالم المعماريَّة في العالم، بُني لِتلبية احتياجاتٍ مُتعدِّدةٍ، فهو على الصعيد العسكري قلعةً منيعة الأسوار استطاع أُمراء غرناطة بفضلها الحفاظ على مملكتهم من الأطماع العسكرية طيلة قرنين ونيفٍ، ومن جهةٍ أُخرى صُمم لِيكون دار الإمارة ومسجداً جامعاً كبيراً، كان في أوج ازدهار المملكة منبع العُلماء ومُلتقى الدارسين من بلاد الأندلُس والمغرب، وتخرج منه عُلماء كبارٌ من أبرزهم العلَّامة الإمام الشاطبي، إبراهيم بن موسى (ت.,يعد قصر الحمراء من أروع المعالم المعمارية في العالم ، وهو من أبرز المعالم الثقافية في هذه المملكة.,True
325,وكانت هذه المملكة الصغيرة جديرةً بِأن ترث التركة الأندلُسيَّة، واستمرَّت بِفضل وعي حُكَّامها وسياساتهم المرنة زهاء مائتين وخمسين سنةً أُخرى كمُستودعٍ لِلحضارة الإسلاميَّة في الأندلُس، واضطلعت في الوقت نفسه بِذلك النضال القديم ضدَّ الممالك المسيحيَّة حتَّى لقيت مصرعها في النهاية.,تشمل التغييرات الداخلية في الفرخ البرمائي التحول من التنفس الخيشومي إلى التنفس الرئوي في بعض الأنواع.,False
64,"وقد فازت الرواية بالعديد من الجوائز، بما في ذلك وسام قارئ كاليفورنيا للناشئين، ومنحتها أسبوعية بابليشرز ويكلي، جائزة ""أفضل كتب العام"" لعام 2008.",منحت مجلة Weekly Publishers Weekly جائزة كتاب العام لعام 2008 للرواية.,True
168,لم تحذف الأغنية من الألبوم بل لا زالت موجودة بصوت نيللي فرتادو وحدها، ولكن تم تسريب النسخة القديمة من الأغنية التي ظهر بها صوت كريس مارتن في شبكة الإنترنت، يذكر أن كريس هو فنان بريطاني.,اعتقد الإغريق أن هذا الكوكب يتكون من جسدين منفصلين ، أحدهما أبولو والآخر هيرميس ، وأطلقوا عليهما كلاهما.,False
350,790هـ/1388م) الفقيه الأصولي المجتهد.,خلال عصر الفحم والبرميان ، وسعت البرمائيات نطاقها عبر الأرض ، لكنها سرعان ما بدأت في الانخفاض مع توسع نطاق وأشكال الزواحف والفقاريات الأخرى.,False
290,"كان علماء الفلك الإغريق يعتقدون أن هذا الكوكب عبارة عن جرمين منفصلين، وذلك قبل القرن الرابع قبل الميلاد، وأطلقوا على أحد هذين الجرمين تسمية ""أبولو""، واعتقدوا أنه لا يظهر للعيان إلا عند الشروق، وأطلقوا على الآخر تسمية ""هرمس""، واعتقدوا أنه لا يمكن رؤيته إلا عند الغروب.","اعتقد الإغريق أن هذا الكوكب يتكون من جسدين منفصلين ، أحدهما أبولو والآخر هيرميس ، وأطلقوا عليهما كلا من ""أبولو"" و ""هيرميس"".",True
240,فيما تستعمل اللغات التي لم تعرف الكوكب باسم محدد الاسم اللاتيني ميركوري (تلفظ ‎[ /ˈmɜrkjəri/]‏) في اللاتينية نسبة لإله التجارة الروماني.,يرتبط الاسم اللاتيني عطارد بإله التجارة الروماني.,True
413,البَرْمائِيَّات أو القَوَازِبُ، هي فقاريَّاتٌ رُباعيَّة الأطراف خارجيَّة الحرارة، اسمُها بالعربيَّة منحوتٌ من كلمتيّ «بر» و«ماء»، لِانتسابها إلى كلاها.,أحداث الرواية ترويها الشخصية الرئيسية ، فتاة تبلغ من العمر ستة عشر عامًا تعيش في عصر نهاية العالم في الحي الثاني عشر وتخضع لسلطة مركزية تسمى مبنى الكابيتول.,False
380,"الولد الصغير هو الاسم الكودي الذي أطلق على أول قنبلة ذرية ألقيت على مدينة هيروشيما اليابانية في (6) أغسطس (1945م) من قاذفة القنابل (بي-29) ""إينولا جاى"" والتي كان يقودها الكولينيل بول تيبيتس من السرب( 393) من القوات الجوية الأمريكية.",ث عميد إس أبو سيد مسلمه بين عبد الملك بين مروان بين الحكم بين أبي الاس بين أمية القرش.,False
331,فقد استمرَّت مملكة قشتالة تبتلع البلاد التابعة لِغرناطة حتَّى حاصرها الملكان الكاثوليكيان فرديناند الثاني الأرغوني وإيزابيلَّا الأولى القشتاليَّة في جُمادى الآخرة 896هـ المُوافق فيه نيسان (أبريل) 1491م، وبعد سبعة أشهُرٍ من الحصار دبَّ اليأس في نُفُوس المُسلمين وانتشر الجوع وتفشَّت الأمراض في صُفُوفهم، فأبرم آخر الأُمراء الغالب بالله مُحمَّد بن عليّ مُعاهدةً مع الملكين الكاثوليكيين قضت بِتسليم المدينة، فدخلها القشتاليُّون يوم الإثنين 2 ربيع الأوَّل 897هـ المُوافق فيه 2 كانون الثاني (يناير) 1492م، وبِذلك سقطت غرناطة وسقطت الأندلُس نهائيّاً، وأُسدل الستار على التاريخ السياسي للمُسلمين فيها.,تتشابه البرمائيات مع السحالي ، لكن هذه الأخيرة هي ثدييات وطيور ولا تحتاج إلى بيئة مائية للحفاظ على نسلها.,False
224,حيث تلعب الصناعات التكنولوجية بها دورا محوريا في اقتصاد العالم.,الاصولي الفقيه الفقيه.,False
164,"واجه ""لووس"" عدد من المشاكل منها أنه في 7 يونيو 2006، قبل طرح الألبوم، تم اختيار كريس مارتن ليضيف صوته إلى أغنية أول غود ثينغز (كوم تو أن إند) حيث غنى وصلات مع نيللي في الأغنية ولكن تم استبعاده بطلب منه وبإشعار من شركة EMI الموسيقية.","في 7 يونيو 2006 ، تم اختيار كريس مارتن لإضافة صوته إلى أغنية All Good Things (Com to an End) ، ولكن تم استبعاده من الأغنية بناءً على طلبه ، وواجه ""Lowes"" عددًا من المشكلات.",True
86,والرواية هي الأولى في سلسلة مباريات الجوع، تلتها روايتي ألسنة اللهب (الصادرة في عام 2009)، ثم الطائر المقلد (الصادرة في عام 2010).,بعد هزيمة الحزب الوطني الصيني في الحرب الأهلية ، انتقلت الحكومة إلى تايوان ، حيث أسست جمهورية الصين الشعبية.,False
421,جميعُ البرمائيَّات المُعاصرة تنتمي إلى طُويئفة ملساء الجلد (باللاتينية: Lissamphibia)، وهي تقطُنُ تشكيلةً واسعةً من الموائل الطبيعيَّة، من البيئات الأرضيَّة والجُحريَّة والشجريَّة والمائيَّة العذبة.,هناك مجموعة متنوعة من الموائل الطبيعية للسلمندر المعاصر ، وهم أعضاء في الفصل.,True
459,ومع مُرُور الزمن، تقلَّص حجم البرمائيَّات وقلَّ تنوُّعها، حتَّى اقتصرت على طُويئفة ملساء الجلد الباقية إلى اليوم.,بعد مرور الوقت ، انخفض حجم السمندل وتناقص تنوعه ، حتى اقتصرت على نطاق البشرة الناعمة التي بقيت حتى يومنا هذا.,True
150,صدر ألبوم لووس في معظم أنحاء العالم بتاريخ 20 يونيو 2006.,في 20 يونيو 2006 ، تم إصدار الألبوم في معظم أنحاء العالم.,True
468,"يصلُ عدد أنواع البرمائيَّات المُعاصرة إلى حوالي 8,000 نوعٍ، تُشكِّلُ الضفادع ما نسبته 90% منها.",تشكل الضفادع 90 في المائة من 8000 نوع من البرمائيات الحديثة.,True
61,اعتمدت كولِنز في كتابة مباريات الجوع على مضامين من الميثولوجيا الإغريقية، المصارعة الرومانية وتلفزيون الواقع.,النسخة القديمة من الأغنية التي ظهر فيها صوت كريس مارتن تم تسريبها على الإنترنت ، لكن الأغنية مازالت بصوت نيللي فورتادو.,False
184,وعند نشأتها عام 1912 سيطرت جمهورية الصين على معظم أجزاء البر الصيني ومنغوليا.,بعد انهيار الدولة التوحيدية في المغرب والأندلس ، سقطت المدن الأندلسية الكبرى في أيدي المسيحيين ، فاستجاب محمد بن الأحمر للفتوحات المسيحية بإقامة مملكة غرناطة.,False
309,تأسست مملكة غرناطة بعد انهيار الدولة المُوحديَّة في المغرب والأندلُس، وأخذت المُدُن الأندلُسيَّة الكُبرى تسقط تباعاً في أيدي النصارى، وتعرَّض الإسلامُ والمُسلمون لِخطر الزوال، فتصدَّى مُحمَّد بن الأحمر لِلغزوات المسيحيَّة بِقيادة فرديناند الثالث ملك قشتالة، بعد أن آلت إليه -أي لابن الأحمر- مُعظم أملاك مُحمَّد بن يُوسُف بن هود الذي قُتل في ألمرية، ولمَّا هُزم ابن الأحمر على يد القُوَّات القشتاليَّة، شعر أنَّهُ لابُدَّ أن يلتمس الوسيلة لِتأمين استمراريَّة حُكمه في ظل قُوَّة قشتالة التي تُهدِّدُه، وبِخاصَّةٍ أنَّ غزوات القشتاليين وصلت إلى ضواحي غرناطة نفسها، فمال إلى الاستسلام وأبرم مُعاهدة سلامٍ مع الملك القشتالي كان من أبرز بُنُودها: تبعيَّة غرناطة لقشتالة عسكريّاً، وأن يحكم غرناطة باسم ملك قشتالة علانيَّةً؛ ويكون عضواً في مجلس «الكورتيز» (مجلس حكام المقاطعات) وبهذا كان ملك قشتالة قد أتمَّ تبعية غرناطة له تماماً.,تستخدم البرمائيات جلودها كنظام تنفسي ثانوي ، وتعتمد بعض الأنواع على التنفس من جلودها بسبب نقص الرئتين.,False
119,"حيث أصبح شعار ""يا لثارات الحسين"" عاملاً مركزياً في تبلور الثقافة الشيعية وأصبحت المعركة وتفاصيلها ونتائجها تمثل قيمة روحانية ذات معاني كبيرة لدى الشيعة، الذين يعتبرون معركة كربلاء ثورة سياسية ضد الظلم.",يبلغ قطرها 4880 كم وكتلتها 0.055 أرضًا ، وتدور حول الشمس في 87970 يومًا.,False
266,المعلومات المتوفرة حول عطارد قليلة نسبياً إذ أن التلسكوبات الأرضية لم تكشف سوى الأجزاء الهلالية من سطح عطارد.,نظرًا لأن التلسكوبات الأرضية لا تكتشف سوى الأجزاء الهلالية من سطح عطارد ، فلا يوجد الكثير من المعلومات عنها.,True
430,وتصحب التغيُّرات الخارجيَّة تغيُّراتٌ داخليَّةٌ أيضًا يتحوَّلُ فرخُ البرمائيّ فيها، باستثناء بعض الأنواع الأرضيَّة من الضفادع والسَّمادر، من التنفُّس بِالخياشيم إلى التنفُّس بِالرئتين.,تشمل التغييرات الداخلية في الفرخ البرمائي التحول من التنفس الخيشومي إلى التنفس الرئوي في بعض الأنواع.,True
208,في حين أعلن الرئيس ما ينج جيو، الرئيس الحالي لجمهورية الصين، أن بلاده دولة مستقلة ذات سيادة وأحقية في إدارة كلا من تايوان وجمهورية الصين الشعبية.وجمهورية الصين جمهورية ديمقراطية يحكمها نظام نصف رئاسي وقانون انتخابي.,تم غزو مملكة قشتالة من قبل الملكين الكاثوليك فرديناند الثاني من أراغون وإيزابيلا الأولى ملك قشتالة في أبريل 1491 م.,False
428,وتصحب التغيُّرات الخارجيَّة تغيُّراتٌ داخليَّةٌ أيضًا يتحوَّلُ فرخُ البرمائيّ فيها، باستثناء بعض الأنواع الأرضيَّة من الضفادع والسَّمادر، من التنفُّس بِالخياشيم إلى التنفُّس بِالرئتين.,أشاد بحبكة الرواية وشخصياتها.,False
356,كتاب الطبقات الكبير لمحمد بن سعد بن منيع البصري الزهري المشهور بابن سعد، من أهم الكتب التي ألفت في الطبقات وتراجم الرجال، ولم يسبقه في هذا الموضوع إلا «كتاب الطبقات» لشيخه الواقدي، غير أن كتاب الواقدي لم يصل إلينا، ويُقال إن ابن سعد أفاد منه كثيراً.,تتكون الطائفة من ثلاث رتب ، ذيل ، ذيل ، بلا أرجل.,False
22,كانَ لِمي زيادة دَور في الدِّفاع عَن حُقوق المَرأة، وبِمُطالبة المُساواة كَما أنّها استَحقّت أن تَكون رائِدة مِن رائِدات النَّهضة النِّسائية العَربيَّة الحَديثة، حَيثُ كانَت مُتطلعَة عَلى تاريخ المرأة في الفَترة التي سَبَقت سَجنها فَأكثرت مِن الكِتابة والمُحاضرات والنّدوات؛ لِلمُطالبة بِحقوق المرأة.,كانت تستحق أن تكون رائدة في نهضة المرأة العربية الحديثة حيث كانت تتطلع إلى تاريخ المرأة في الفترة التي سبقتها.,True
307,تأسست مملكة غرناطة بعد انهيار الدولة المُوحديَّة في المغرب والأندلُس، وأخذت المُدُن الأندلُسيَّة الكُبرى تسقط تباعاً في أيدي النصارى، وتعرَّض الإسلامُ والمُسلمون لِخطر الزوال، فتصدَّى مُحمَّد بن الأحمر لِلغزوات المسيحيَّة بِقيادة فرديناند الثالث ملك قشتالة، بعد أن آلت إليه -أي لابن الأحمر- مُعظم أملاك مُحمَّد بن يُوسُف بن هود الذي قُتل في ألمرية، ولمَّا هُزم ابن الأحمر على يد القُوَّات القشتاليَّة، شعر أنَّهُ لابُدَّ أن يلتمس الوسيلة لِتأمين استمراريَّة حُكمه في ظل قُوَّة قشتالة التي تُهدِّدُه، وبِخاصَّةٍ أنَّ غزوات القشتاليين وصلت إلى ضواحي غرناطة نفسها، فمال إلى الاستسلام وأبرم مُعاهدة سلامٍ مع الملك القشتالي كان من أبرز بُنُودها: تبعيَّة غرناطة لقشتالة عسكريّاً، وأن يحكم غرناطة باسم ملك قشتالة علانيَّةً؛ ويكون عضواً في مجلس «الكورتيز» (مجلس حكام المقاطعات) وبهذا كان ملك قشتالة قد أتمَّ تبعية غرناطة له تماماً.,البرمائيات هي الحيوانات الوحيدة التي تبدأ حياتها في الماء ثم تتركها بعد تغيرات فيزيائية داخلية وخارجية طويلة ، لذلك يتحول صغارها ، المسماة الضفادع الصغيرة ، من شكل السمكة إلى شكلها البالغ.,False
43,أمّا مباريات الجوع فهي مهرجان سنوي، يختار فيه بنظام القرعة فتى وفتاة، تتراوح أعمارهم بين 12-18 سنة، من كل مقاطعة من المقاطعات الاثنتي عشرة المحيطة بالكابيتول، ليتقاتلوا حتى الموت ضمن برنامج واقع تلفزيوني، وهناك فائز واحد فقط، هو من يستطيع البقاء على قيد الحياة.,ألعاب الجوع هو مهرجان سنوي يتم فيه اختيار فتى وفتاة بالقرعة من كل مقاطعة من المقاطعات الاثني عشر المحيطة بمبنى الكابيتول ، للقتال حتى الموت في برنامج تلفزيون الواقع ، وهناك فائز واحد فقط يمكنه البقاء.,True
288,"كان علماء الفلك الإغريق يعتقدون أن هذا الكوكب عبارة عن جرمين منفصلين، وذلك قبل القرن الرابع قبل الميلاد، وأطلقوا على أحد هذين الجرمين تسمية ""أبولو""، واعتقدوا أنه لا يظهر للعيان إلا عند الشروق، وأطلقوا على الآخر تسمية ""هرمس""، واعتقدوا أنه لا يمكن رؤيته إلا عند الغروب.",تستخدم الأسلحة النووية كوسيلة للضغط السياسي وكوسيلة للدفاع ، بينما تستخدم الطاقة النووية الاستخدامات غير العسكرية للطاقة النووية.,False
